Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
CRB2,Crumbs Cell Polarity Complex Component 2,Protein Coding,Q5IJ48,50,GC09P124638,7.604570866,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB2
SMARCB1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1",Protein Coding,Q12824,55,GC22P023786,7.585114479,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCB1
FOSL1,"FOS Like 1, AP-1 Transcription Factor Subunit",Protein Coding,P15407,54,GC11M125414,7.579336166,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL1
CHEK1,Checkpoint Kinase 1,Protein Coding,O14757,60,GC11P125625,7.575492859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1
ABL1,"ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase",Protein Coding,P00519,61,GC09P130713,7.574228287,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1
MSX1,Msh Homeobox 1,Protein Coding,P28360,54,GC04P004861,7.558240891,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX1
PPP2R1A,Protein Phosphatase 2 Scaffold Subunit Aalpha,Protein Coding,P30153,56,GC19P113566,7.550014019,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1A
BTRC,Beta-Transducin Repeat Containing E3 Ubiquitin Protein Ligase,Protein Coding,Q9Y297,53,GC10P101354,7.541359425,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTRC
RUNX1,RUNX Family Transcription Factor 1,Protein Coding,Q01196,59,GC21M034787,7.540975571,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1
HSPB1,Heat Shock Protein Family B (Small) Member 1,Protein Coding,P04792,60,GC07P076302,7.54040432,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB1
SLC25A4,Solute Carrier Family 25 Member 4,Protein Coding,P12235,58,GC04P185143,7.523485661,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4
ADAM17,ADAM Metallopeptidase Domain 17,Protein Coding,P78536,59,GC02M009488,7.514494896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM17
NTRK2,Neurotrophic Receptor Tyrosine Kinase 2,Protein Coding,Q16620,62,GC09P084668,7.498123169,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2
FLNA,Filamin A,Protein Coding,P21333,57,GC0XM154348,7.482759476,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA
SMURF2,SMAD Specific E3 Ubiquitin Protein Ligase 2,Protein Coding,Q9HAU4,47,GC17M064542,7.452614307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF2
EIF4E,Eukaryotic Translation Initiation Factor 4E,Protein Coding,P06730,59,GC04M098879,7.416522026,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4E
RCCD1,RCC1 Domain Containing 1,Protein Coding,A6NED2,39,GC15P090954,7.405084133,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCCD1
THBD,Thrombomodulin,Protein Coding,P07204,55,GC20M023026,7.37414217,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD
WNT16,Wnt Family Member 16,Protein Coding,Q9UBV4,47,GC07P121325,7.373463631,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT16
CD82,CD82 Molecule,Protein Coding,P27701,53,GC11P044564,7.370340347,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD82
CEMIP,Cell Migration Inducing Hyaluronidase 1,Protein Coding,Q8WUJ3,45,GC15P080779,7.339316368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEMIP
NME1,NME/NM23 Nucleoside Diphosphate Kinase 1,Protein Coding,P15531,54,GC17P112649,7.326558113,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME1
PRRX1,Paired Related Homeobox 1,Protein Coding,P54821,49,GC01P170662,7.293885231,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRX1
ANXA2,Annexin A2,Protein Coding,P07355,56,GC15M060347,7.292505741,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2
YWHAZ,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Zeta,Protein Coding,P63104,54,GC08M100919,7.29083252,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAZ
IFNG,Interferon Gamma,Protein Coding,P01579,59,GC12M068154,7.27197504,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG
CLU,Clusterin,Protein Coding,P10909,56,GC08M027596,7.239677906,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLU
FZD5,Frizzled Class Receptor 5,Protein Coding,Q13467,54,GC02M207762,7.224653244,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD5
ENG,Endoglin,Protein Coding,P17813,56,GC09M127815,7.21360302,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG
TGFBR3,Transforming Growth Factor Beta Receptor 3,Protein Coding,Q03167,54,GC01M091680,7.186106682,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR3
SIRT2,Sirtuin 2,Protein Coding,Q8IXJ6,56,GC19M038878,7.183514595,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT2
HDAC6,Histone Deacetylase 6,Protein Coding,Q9UBN7,62,GC0XP048801,7.179978371,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC6
CDKN3,Cyclin Dependent Kinase Inhibitor 3,Protein Coding,Q16667,51,GC14P054398,7.148324013,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3
RGCC,Regulator Of Cell Cycle,Protein Coding,Q9H4X1,44,GC13P041457,7.133058071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGCC
SOD2,Superoxide Dismutase 2,Protein Coding,P04179,56,GC06M159669,7.12517643,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2
FSCN1,Fascin Actin-Bundling Protein 1,Protein Coding,Q16658,52,GC07P005592,7.119588852,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSCN1
FGFR4,Fibroblast Growth Factor Receptor 4,Protein Coding,P22455,60,GC05P177086,7.102114201,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR4
CSF3,Colony Stimulating Factor 3,Protein Coding,P09919,50,GC17P040015,7.09324789,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3
FKBP1A,FKBP Prolyl Isomerase 1A,Protein Coding,P62942,56,GC20M001369,7.084636211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP1A
SQSTM1,Sequestosome 1,Protein Coding,Q13501,58,GC05P179806,7.069868088,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1
VTN,Vitronectin,Protein Coding,P04004,53,GC17M076385,7.061168194,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN
FZD8,Frizzled Class Receptor 8,Protein Coding,Q9H461,51,GC10M035638,7.060409069,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD8
GJA1,Gap Junction Protein Alpha 1,Protein Coding,P17302,59,GC06P136245,7.030151367,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA1
TBX5,T-Box Transcription Factor 5,Protein Coding,Q99593,54,GC12M114353,7.023769379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX5
POFUT2,Protein O-Fucosyltransferase 2,Protein Coding,Q9Y2G5,46,GC21M045263,7.020980358,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POFUT2
SIX1,SIX Homeobox 1,Protein Coding,Q15475,52,GC14M060643,7.015996933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX1
NCAM1,Neural Cell Adhesion Molecule 1,Protein Coding,P13591,57,GC11P112961,6.995482445,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1
FZD9,Frizzled Class Receptor 9,Protein Coding,O00144,52,GC07P073433,6.991718769,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD9
FMNL2,Formin Like 2,Protein Coding,Q96PY5,46,GC02P152335,6.986115932,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMNL2
CDC27,Cell Division Cycle 27,Protein Coding,P30260,49,GC17M047117,6.981782436,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC27
IGFBP3,Insulin Like Growth Factor Binding Protein 3,Protein Coding,P17936,55,GC07M045912,6.975345612,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3
CYP19A1,Cytochrome P450 Family 19 Subfamily A Member 1,Protein Coding,P11511,56,GC15M051208,6.973506451,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1
MOSPD1,Motile Sperm Domain Containing 1,Protein Coding,Q9UJG1,39,GC0XM134887,6.968372822,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOSPD1
CDC42,Cell Division Cycle 42,Protein Coding,P60953,59,GC01P022052,6.966103554,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42
NANOG,Nanog Homeobox,Protein Coding,Q9H9S0,46,GC12P007787,6.953705788,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOG
CCL5,C-C Motif Chemokine Ligand 5,Protein Coding,P13501,52,GC17M035871,6.93969202,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5
JUNB,"JunB Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,P17275,49,GC19P012791,6.930695057,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUNB
AGER,Advanced Glycosylation End-Product Specific Receptor,Protein Coding,Q15109,55,GC06M032180,6.914037228,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER
GMNN,Geminin DNA Replication Inhibitor,Protein Coding,O75496,54,GC06P024779,6.910999775,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMNN
XPC,"XPC Complex Subunit, DNA Damage Recognition And Repair Factor",Protein Coding,Q01831,54,GC03M026205,6.90602684,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPC
CXCL1,C-X-C Motif Chemokine Ligand 1,Protein Coding,P09341,52,GC04P073869,6.900939465,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1
KLF6,KLF Transcription Factor 6,Protein Coding,Q99612,53,GC10M003779,6.898248672,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF6
OCLN,Occludin,Protein Coding,Q16625,52,GC05P069492,6.87814045,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCLN
DDR1,Discoidin Domain Receptor Tyrosine Kinase 1,Protein Coding,Q08345,54,GC06P134802,6.874183655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR1
TUBB3,Tubulin Beta 3 Class III,Protein Coding,Q13509,59,GC16P095438,6.870308876,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB3
CD24,CD24 Molecule,Protein Coding,P25063,44,GC06M106969,6.860330105,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD24
TNS4,Tensin 4,Protein Coding,Q8IZW8,47,GC17M040475,6.83516407,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNS4
ESR2,Estrogen Receptor 2,Protein Coding,Q92731,58,GC14M064084,6.826423168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
VDR,Vitamin D Receptor,Protein Coding,P11473,57,GC12M047841,6.778608322,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR
NDRG1,N-Myc Downstream Regulated 1,Protein Coding,Q92597,54,GC08M133237,6.775389671,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG1
INS,Insulin,Protein Coding,P01308,56,GC11M002159,6.771985054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS
NKX2-1,NK2 Homeobox 1,Protein Coding,P43699,56,GC14M036516,6.768822193,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-1
AKNA,AT-Hook Transcription Factor,Protein Coding,Q7Z591,43,GC09M117646,6.756661892,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKNA
LRP5,LDL Receptor Related Protein 5,Protein Coding,O75197,58,GC11P068298,6.746496201,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5
CLDN2,Claudin 2,Protein Coding,P57739,50,GC0XP106900,6.744460583,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN2
TNFSF10,TNF Superfamily Member 10,Protein Coding,P50591,53,GC03M172505,6.741857052,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF10
EREG,Epiregulin,Protein Coding,O14944,51,GC04P074366,6.739320755,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EREG
ITGA2,Integrin Subunit Alpha 2,Protein Coding,P17301,55,GC05P052989,6.738931656,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA2
YY1,YY1 Transcription Factor,Protein Coding,P25490,56,GC14P100238,6.730568409,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1
APP,Amyloid Beta Precursor Protein,Protein Coding,P05067,59,GC21M025880,6.728315353,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP
MEF2D,Myocyte Enhancer Factor 2D,Protein Coding,Q14814,53,GC01M156463,6.727080822,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2D
FOXO1,Forkhead Box O1,Protein Coding,Q12778,60,GC13M040555,6.724392891,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1
PEBP1,Phosphatidylethanolamine Binding Protein 1,Protein Coding,P30086,55,GC12P118152,6.719060421,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEBP1
CA9,Carbonic Anhydrase 9,Protein Coding,Q16790,55,GC09P035673,6.709084034,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA9
PKM,Pyruvate Kinase M1/2,Protein Coding,P14618,58,GC15M072199,6.692261696,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM
MAP2K3,Mitogen-Activated Protein Kinase Kinase 3,Protein Coding,P46734,56,GC17P111656,6.688949108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K3
PRKCA,Protein Kinase C Alpha,Protein Coding,P17252,59,GC17P066302,6.688331127,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA
FAM83D,Family With Sequence Similarity 83 Member D,Protein Coding,Q9H4H8,44,GC20P038926,6.677977085,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83D
CDX2,Caudal Type Homeobox 2,Protein Coding,Q99626,51,GC13M027962,6.66322422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDX2
UHRF1,Ubiquitin Like With PHD And Ring Finger Domains 1,Protein Coding,Q96T88,48,GC19P112022,6.652242184,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UHRF1
RASSF1,Ras Association Domain Family Member 1,Protein Coding,Q9NS23,52,GC03M050329,6.65157032,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF1
AHR,Aryl Hydrocarbon Receptor,Protein Coding,P35869,55,GC07P016916,6.649502754,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR
EDN1,Endothelin 1,Protein Coding,P05305,58,GC06P012236,6.647990227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1
FZD6,Frizzled Class Receptor 6,Protein Coding,O60353,54,GC08P103298,6.641622066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD6
CDC6,Cell Division Cycle 6,Protein Coding,Q99741,54,GC17P040287,6.637775898,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC6
MMP3,Matrix Metallopeptidase 3,Protein Coding,P08254,59,GC11M102835,6.618180275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3
ERG,ETS Transcription Factor ERG,Protein Coding,P11308,55,GC21M038367,6.604924202,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG
SFRP2,Secreted Frizzled Related Protein 2,Protein Coding,Q96HF1,49,GC04M153780,6.596981525,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP2
RHOC,Ras Homolog Family Member C,Protein Coding,P08134,51,GC01M112701,6.594370842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOC
EPO,Erythropoietin,Protein Coding,P01588,52,GC07P100720,6.590321064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO
ETS2,"ETS Proto-Oncogene 2, Transcription Factor",Protein Coding,P15036,50,GC21P038805,6.581197739,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS2
EPAS1,Endothelial PAS Domain Protein 1,Protein Coding,Q99814,59,GC02P046293,6.57875824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPAS1
DNMT3A,DNA Methyltransferase 3 Alpha,Protein Coding,Q9Y6K1,60,GC02M025228,6.574355602,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3A
HMOX1,Heme Oxygenase 1,Protein Coding,P09601,61,GC22P035380,6.569767475,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1
CLDN23,Claudin 23,Protein Coding,Q96B33,43,GC08P008701,6.563321114,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN23
CUL4A,Cullin 4A,Protein Coding,Q13619,51,GC13P113208,6.563134193,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4A
MRE11,"MRE11 Homolog, Double Strand Break Repair Nuclease",Protein Coding,P49959,57,GC11M126070,6.561784267,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11
STK11,Serine/Threonine Kinase 11,Protein Coding,Q15831,59,GC19P001177,6.561432838,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11
AGT,Angiotensinogen,Protein Coding,P01019,58,GC01M230690,6.542331696,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT
TIMP2,TIMP Metallopeptidase Inhibitor 2,Protein Coding,P16035,50,GC17M078852,6.531729698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP2
FZD10,Frizzled Class Receptor 10,Protein Coding,Q9ULW2,52,GC12P130162,6.530714512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD10
MIF,Macrophage Migration Inhibitory Factor,Protein Coding,P14174,56,GC22P023894,6.526644707,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF
TCF7L2,Transcription Factor 7 Like 2,Protein Coding,Q9NQB0,54,GC10P112950,6.525485039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2
TP73,Tumor Protein P73,Protein Coding,O15350,53,GC01P003652,6.523206234,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP73
MAP2K6,Mitogen-Activated Protein Kinase Kinase 6,Protein Coding,P52564,55,GC17P069414,6.514429092,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K6
ETS1,"ETS Proto-Oncogene 1, Transcription Factor",Protein Coding,P14921,56,GC11M128458,6.511540413,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS1
DLL1,Delta Like Canonical Notch Ligand 1,Protein Coding,O00548,53,GC06M170282,6.507801056,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL1
TEAD4,TEA Domain Transcription Factor 4,Protein Coding,Q15561,47,GC12P002959,6.504750252,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD4
ANXA1,Annexin A1,Protein Coding,P04083,55,GC09P073151,6.495028496,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA1
XPO1,Exportin 1,Protein Coding,O14980,56,GC02M061445,6.493745327,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO1
HEY2,Hes Related Family BHLH Transcription Factor With YRPW Motif 2,Protein Coding,Q9UBP5,47,GC06P136340,6.487643242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY2
TCF4,Transcription Factor 4,Protein Coding,P15884,56,GC18M055222,6.484823227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4
TIMP1,TIMP Metallopeptidase Inhibitor 1,Protein Coding,P01033,54,GC0XP057483,6.484561443,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP1
NR1D2,Nuclear Receptor Subfamily 1 Group D Member 2,Protein Coding,Q14995,47,GC03P023945,6.484130383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1D2
MYB,"MYB Proto-Oncogene, Transcription Factor",Protein Coding,P10242,56,GC06P135181,6.475786686,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYB
FASN,Fatty Acid Synthase,Protein Coding,P49327,58,GC17M082078,6.45343399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASN
RFLNB,Refilin B,Protein Coding,Q8N5W9,37,GC17M074236,6.448038101,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFLNB
STAT1,Signal Transducer And Activator Of Transcription 1,Protein Coding,P42224,61,GC02M190908,6.444155693,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1
SEPTIN9,Septin 9,Protein Coding,Q9UHD8,50,GC17P113212,6.43514061,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN9
BRD4,Bromodomain Containing 4,Protein Coding,O60885,55,GC19M092256,6.433375835,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD4
ERBB4,Erb-B2 Receptor Tyrosine Kinase 4,Protein Coding,Q15303,63,GC02M211375,6.425056934,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4
NRP1,Neuropilin 1,Protein Coding,O14786,56,GC10M033177,6.423854828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP1
CLDN9,Claudin 9,Protein Coding,O95484,45,GC16P003012,6.41605854,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN9
RET,Ret Proto-Oncogene,Protein Coding,P07949,63,GC10P044403,6.386882782,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RET
RHOB,Ras Homolog Family Member B,Protein Coding,P62745,53,GC02P020447,6.386373043,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOB
NUBPL,"NUBP Iron-Sulfur Cluster Assembly Factor, Mitochondrial",Protein Coding,Q8TB37,48,GC14P031489,6.385085583,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUBPL
STRAP,Serine/Threonine Kinase Receptor Associated Protein,Protein Coding,Q9Y3F4,47,GC12P015882,6.382477283,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRAP
CSNK2A1,Casein Kinase 2 Alpha 1,Protein Coding,P68400,59,GC20M000472,6.381178379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1
SDC1,Syndecan 1,Protein Coding,P18827,51,GC02M020200,6.376585484,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC1
ITGB4,Integrin Subunit Beta 4,Protein Coding,P16144,58,GC17P075721,6.373535156,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB4
FZD1,Frizzled Class Receptor 1,Protein Coding,Q9UP38,53,GC07P091264,6.372785568,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD1
VASN,Vasorin,Protein Coding,Q6EMK4,43,GC16P080508,6.372576714,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VASN
CDKL2,Cyclin Dependent Kinase Like 2,Protein Coding,Q92772,43,GC04M075576,6.369935513,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKL2
APEX1,Apurinic/Apyrimidinic Endodeoxyribonuclease 1,Protein Coding,P27695,54,GC14P020455,6.368689537,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX1
PRKDC,"Protein Kinase, DNA-Activated, Catalytic Subunit",Protein Coding,P78527,59,GC08M047773,6.367599487,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC
TIAM1,TIAM Rac1 Associated GEF 1,Protein Coding,Q13009,53,GC21M031118,6.361320019,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAM1
PHLDB1,Pleckstrin Homology Like Domain Family B Member 1,Protein Coding,Q86UU1,45,GC11P118606,6.356642246,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLDB1
NR2F2,Nuclear Receptor Subfamily 2 Group F Member 2,Protein Coding,P24468,57,GC15P096325,6.343601704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F2
CLDN17,Claudin 17,Protein Coding,P56750,38,GC21M030165,6.335573673,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN17
CLDN6,Claudin 6,Protein Coding,P56747,46,GC16M003014,6.330103397,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN6
MTAP,Methylthioadenosine Phosphorylase,Protein Coding,Q13126,58,GC09P021806,6.328524113,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTAP
HMMR,Hyaluronan Mediated Motility Receptor,Protein Coding,O75330,53,GC05P163466,6.31217432,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMMR
BCL2L1,BCL2 Like 1,Protein Coding,Q07817,57,GC20M031664,6.310013771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L1
CEP164,Centrosomal Protein 164,Protein Coding,Q9UPV0,51,GC11P117314,6.308062553,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP164
AFP,Alpha Fetoprotein,Protein Coding,P02771,56,GC04P073431,6.305145264,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP
WNT9B,Wnt Family Member 9B,Protein Coding,O14905,50,GC17P046833,6.298644066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT9B
SETD2,"SET Domain Containing 2, Histone Lysine Methyltransferase",Protein Coding,Q9BYW2,56,GC03M047033,6.288729191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2
SERPINB5,Serpin Family B Member 5,Protein Coding,P36952,52,GC18P063476,6.285634995,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB5
FAS,Fas Cell Surface Death Receptor,Protein Coding,P25445,59,GC10P109381,6.283558369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS
KDM8,Lysine Demethylase 8,Protein Coding,Q8N371,40,GC16P081243,6.270654678,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM8
IL10,Interleukin 10,Protein Coding,P22301,56,GC01M206767,6.269721508,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10
HSPA4,Heat Shock Protein Family A (Hsp70) Member 4,Protein Coding,P34932,52,GC05P133062,6.260786057,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4
WNT10A,Wnt Family Member 10A,Protein Coding,Q9GZT5,53,GC02P219169,6.258040905,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10A
TBX3,T-Box Transcription Factor 3,Protein Coding,O15119,52,GC12M114670,6.255662441,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX3
FZD3,Frizzled Class Receptor 3,Protein Coding,Q9NPG1,53,GC08P028494,6.254634857,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD3
CDK3,Cyclin Dependent Kinase 3,Protein Coding,Q00526,46,GC17P113158,6.241514683,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK3
MCM5,Minichromosome Maintenance Complex Component 5,Protein Coding,P33992,53,GC22P035400,6.239784241,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM5
FOXF1,Forkhead Box F1,Protein Coding,Q12946,49,GC16P086510,6.239365578,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXF1
AXIN1,Axin 1,Protein Coding,O15169,55,GC16M000287,6.233374596,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1
FOXO3,Forkhead Box O3,Protein Coding,O43524,56,GC06P108559,6.223048687,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3
